date,city,death,pm10,tempF,o3,dow,season
1987-07-14,denv,14,-12.38988383,68.75,12.196294536,Tuesday,Summer
1987-07-15,denv,16,-6.074380165,76.5,22.234877072,Wednesday,Summer
1987-07-16,denv,20,-2.078838174,79.0,8.2403823418,Thursday,Summer
1987-07-17,denv,19,0.9708333333,72.75,9.0388911141,Friday,Summer
1987-07-18,denv,10,NA,71.25,2.1079252595,Saturday,Summer
1987-07-19,denv,11,-17.0083682,73.75,2.720219242,Sunday,Summer
1987-07-20,denv,10,-10.53037128,76.0,2.7477332266,Monday,Summer
1987-07-21,denv,10,-4.054852321,77.25,5.2928758498,Tuesday,Summer
1987-07-22,denv,19,-7.076271186,78.25,4.4737908645,Wednesday,Summer
1987-07-23,denv,19,-4.362320633,79.25,9.294064016,Thursday,Summer
1987-07-24,denv,17,0.114893617,79.75,10.78150037,Friday,Summer
1987-07-25,denv,8,-10.54700855,80.25,9.1564800044,Saturday,Summer
1987-07-26,denv,14,-8.536858974,79.75,9.3320733065,Sunday,Summer
1987-07-27,denv,24,5.5129310345,80.75,21.888819473,Monday,Summer
1987-07-28,denv,22,-3.346320346,79.25,14.093520604,Tuesday,Summer
1987-07-29,denv,9,-5.308695652,79.0,13.473443365,Wednesday,Summer
1987-07-30,denv,14,-5.048028311,80.75,19.125796104,Thursday,Summer
1987-07-31,denv,9,-6.72489083,81.0,15.753251563,Friday,Summer
1987-08-01,denv,21,-17.59376245,79.0,12.832188722,Saturday,Summer
1987-08-02,denv,9,-19.28193833,80.25,21.558622541,Sunday,Summer
1987-08-03,denv,14,NA,73.75,8.3882351489,Monday,Summer
1987-08-04,denv,13,4.8711111111,73.25,26.014983259,Tuesday,Summer
1987-08-05,denv,16,-5.017777778,78.25,9.1220923124,Wednesday,Summer
1987-08-06,denv,22,9.0625,76.5,8.4826490719,Thursday,Summer
1987-08-07,denv,16,-0.633943895,73.75,13.332500711,Friday,Summer
1987-08-08,denv,25,NA,68.0,14.775520922,Saturday,Summer
1987-08-09,denv,12,-20.67873303,72.0,10.868586743,Sunday,Summer
1987-08-10,denv,14,-10.63636364,74.75,14.646471209,Monday,Summer
1987-08-11,denv,12,-7.627272727,78.0,17.152883453,Tuesday,Summer
1987-08-12,denv,15,-2.465753425,65.75,1.0204489889,Wednesday,Summer
1987-08-13,denv,17,0.9900561926,71.0,1.1896415763,Thursday,Summer
