date,city,death,pm10,tempF,o3,dow,season
1987-10-09,salt,6,23.086642707,63.0,-4.285326984,Friday,Autumn
1987-10-10,salt,6,6.4984126984,58.0,-0.228981371,Saturday,Autumn
1987-10-11,salt,9,13.674979114,56.5,0.3235079592,Sunday,Autumn
1987-10-12,salt,10,17.42962963,61.0,-10.41750587,Monday,Autumn
1987-10-13,salt,11,-29.64419476,55.0,-10.48984539,Tuesday,Autumn
1987-10-14,salt,10,-28.69402985,53.0,-4.863598796,Wednesday,Autumn
1987-10-15,salt,9,-15.69629792,53.0,-7.178652926,Thursday,Autumn
1987-10-16,salt,10,-5.537313433,50.0,-6.84265989,Friday,Autumn
1987-10-17,salt,17,-5.084913895,54.0,-7.360346946,Saturday,Autumn
1987-10-18,salt,6,-18.54116068,56.0,-6.515851635,Sunday,Autumn
1987-10-19,salt,3,-3.184678121,49.5,-10.61577759,Monday,Autumn
1987-10-20,salt,9,2.0445859873,50.0,-10.64703663,Tuesday,Autumn
1987-10-21,salt,13,33.819852941,51.0,-11.21805281,Wednesday,Autumn
1987-10-22,salt,6,14.199730094,53.5,-10.57467529,Thursday,Autumn
1987-10-23,salt,15,6.1852258852,53.0,-17.00286397,Friday,Autumn
1987-10-24,salt,12,-20.39552239,53.5,-15.38154573,Saturday,Autumn
1987-10-25,salt,6,-16.63647897,55.0,-10.51714865,Sunday,Autumn
1987-10-26,salt,10,2.1605387205,53.5,-11.54281414,Monday,Autumn
1987-10-27,salt,10,18.568750291,51.0,-9.650048122,Tuesday,Autumn
1987-10-28,salt,6,24.382165605,54.0,-15.14958872,Wednesday,Autumn
1987-10-29,salt,7,14.093069997,57.5,-17.54676499,Thursday,Autumn
1987-10-30,salt,10,-20.40670927,51.0,-13.79072207,Friday,Autumn
1987-10-31,salt,8,-18.43039791,53.0,-13.5456733,Saturday,Autumn
1987-11-01,salt,8,-32.22181818,58.0,-8.080730863,Sunday,Autumn
1987-11-02,salt,7,-25.34306569,56.0,-5.170601155,Monday,Autumn
1987-11-03,salt,4,-11.26470588,53.0,-14.85673431,Tuesday,Autumn
1987-11-04,salt,6,4.094313839,49.5,-12.46950622,Wednesday,Autumn
1987-11-05,salt,5,-1.515923567,49.5,-12.3307238,Thursday,Autumn
1987-11-06,salt,10,-28.89726115,51.5,2.2213067963,Friday,Autumn
1987-11-07,salt,9,-23.08695652,45.0,-12.65421019,Saturday,Autumn
1987-11-08,salt,13,-9.323702953,46.0,-11.54469171,Sunday,Autumn
1987-11-09,salt,7,1.8260869565,49.0,-11.47453576,Monday,Autumn
1987-11-10,salt,5,-22.12681159,44.5,-1.257641147,Tuesday,Autumn
1987-11-11,salt,4,-7.353311066,43.0,-10.7925711,Wednesday,Autumn
1987-11-12,salt,9,14.631489256,45.0,-16.27619071,Thursday,Autumn
1987-11-13,salt,12,-3.258992806,47.0,-15.21439024,Friday,Autumn
1987-11-14,salt,6,-37.24820144,40.0,-1.686926957,Saturday,Autumn
1987-11-15,salt,11,-30.02158273,33.5,-0.949748536,Sunday,Autumn
1987-11-16,salt,15,-17.95329943,34.5,-11.92494365,Monday,Autumn
1987-11-17,salt,14,-22.69920635,33.0,-4.524160148,Tuesday,Autumn
1987-11-18,salt,11,5.0705414013,33.0,-12.59242736,Wednesday,Autumn
1987-11-19,salt,5,34.772241993,35.0,-14.98361764,Thursday,Autumn
1987-11-20,salt,11,54.089640174,35.5,-16.06433917,Friday,Autumn
1987-11-21,salt,5,35.269503546,38.0,-14.06356251,Saturday,Autumn
1987-11-22,salt,9,4.586991651,34.5,-17.53636407,Sunday,Autumn
1987-11-23,salt,8,-1.057207167,35.0,-14.34408754,Monday,Autumn
1987-11-24,salt,13,-5.551586767,34.0,-13.54668909,Tuesday,Autumn
1987-11-25,salt,11,-21.05876103,36.0,-12.89194446,Wednesday,Autumn
1987-11-26,salt,6,-26.62263776,36.0,-0.340621932,Thursday,Autumn
1987-11-27,salt,9,-0.685314685,32.0,-12.04858186,Friday,Autumn
1987-11-28,salt,8,21.298187728,31.5,-13.5105735,Saturday,Autumn
1987-11-29,salt,7,14.340350877,33.0,-12.4459193,Sunday,Autumn
1987-11-30,salt,6,32.691985898,33.0,-15.01369881,Monday,Autumn
1987-12-01,salt,11,48.551724138,35.5,-19.21288992,Tuesday,Autumn
1987-12-02,salt,8,-8.243134239,45.0,-16.20229598,Wednesday,Autumn
1987-12-03,salt,6,4.9825949367,45.0,-16.19682788,Thursday,Autumn
1987-12-04,salt,16,12.783008087,42.0,-18.08938852,Friday,Autumn
1987-12-05,salt,8,-6.225852459,48.0,-12.73017336,Saturday,Autumn
1987-12-06,salt,10,-19.79264761,49.0,-8.050926617,Sunday,Autumn
1987-12-07,salt,7,-18.94201267,40.5,-5.52240219,Monday,Autumn
1987-12-08,salt,17,-16.8943529,33.0,-11.43427314,Tuesday,Autumn
1987-12-09,salt,12,-11.36359942,38.0,-16.55756392,Wednesday,Autumn
1987-12-10,salt,9,-25.97531356,48.0,-14.09330202,Thursday,Autumn
1987-12-11,salt,15,-27.4734562,33.0,-3.385089757,Friday,Autumn
1987-12-12,salt,10,-30.0,26.5,1.6937700778,Saturday,Autumn
1987-12-13,salt,12,-34.13333333,27.0,5.6192726583,Sunday,Autumn
1987-12-14,salt,10,-14.92981342,20.5,-5.448661136,Monday,Autumn
1987-12-15,salt,8,-3.909286356,23.0,-12.1713318,Tuesday,Autumn
1987-12-16,salt,10,-1.384353741,31.0,-12.87935215,Wednesday,Autumn
1987-12-17,salt,7,-3.433898305,36.5,-14.39892642,Thursday,Autumn
1987-12-18,salt,5,26.616352201,30.5,-13.33169864,Friday,Autumn
1987-12-19,salt,11,14.518518519,30.0,-14.822413,Saturday,Autumn
1987-12-20,salt,11,-9.465609303,28.0,-11.10862643,Sunday,Autumn
1987-12-21,salt,12,-11.40133779,36.0,-15.85184791,Monday,Autumn
1987-12-22,salt,13,-27.45150502,34.5,-8.383412545,Tuesday,Autumn
1987-12-23,salt,20,-27.29741228,26.5,-1.586525011,Wednesday,Autumn
1987-12-24,salt,10,-21.0408805,17.0,1.9302548004,Thursday,Autumn
1987-12-25,salt,9,-8.803836478,12.0,-4.7755563,Friday,Autumn
1987-12-26,salt,11,13.896226415,12.5,-10.23339498,Saturday,Autumn
